resource,consumer,body_mass_resource,body_mass_consumer,class_resource,class_consumer,category_resource,category_consumer
Patagioenas fasciata,Buteo jamaicensis,366.3,1101.16,aves,aves,na,na
Plestiodon brevirostris,Buteo jamaicensis,3.7748194,1101.16,reptilia,aves,na,na
Phrynosoma orbiculare,Buteo jamaicensis,13.44917687,1101.16,reptilia,aves,na,na
Sceloporus jarrovii,Buteo jamaicensis,20.28078496,1101.16,reptilia,aves,na,na
Sigmodon leucotis,Accipiter cooperii,133.75,429.67,mammals,aves,na,na
Euptilotis neoxenus,Accipiter cooperii,122.32,429.67,aves,aves,na,na
Oriturus superciliosus,Accipiter cooperii,41.4,429.67,aves,aves,na,na
Melanerpes formicivorus,Accipiter cooperii,79.62,429.67,aves,aves,na,na
Sceloporus jarrovii,Buteogallus anthracinus,20.28078496,975.09,reptilia,aves,na,na
Sceloporus poinsettii,Accipiter cooperii,30.96295249,429.67,reptilia,aves,na,na
Sceloporus grammicus,Accipiter cooperii,7.385230749,429.67,reptilia,aves,na,na
Phrynosoma orbiculare,Accipiter cooperii,13.44917687,429.67,reptilia,aves,na,na
Barisia imbricata,Accipiter cooperii,32.17372542,429.67,reptilia,aves,na,na
Oryctolagus cuniculus,Accipiter cooperii,1711.11,429.67,mammals,aves,na,na
Peromyscus maniculatus,Accipiter cooperii,20.69,429.67,mammals,aves,na,na
Rattus norvegicus,Accipiter cooperii,310.665,429.67,mammals,aves,na,na
Rattus rattus,Accipiter cooperii,186.065,429.67,mammals,aves,na,na
Corvus caurinus,Accipiter cooperii,390.79,429.67,aves,aves,na,na
Pipilo maculatus,Accipiter cooperii,39.28,429.67,aves,aves,na,na
Columbina inca,Accipiter cooperii,47.5,429.67,aves,aves,na,na
Zenaida asiatica,Accipiter cooperii,153,429.67,aves,aves,na,na
Scalopus aquaticus,Accipiter cooperii,88.93,429.67,mammals,aves,na,na
Pooecetes gramineus,Accipiter cooperii,25.68,429.67,aves,aves,na,na
Sturnella magna,Accipiter cooperii,91.76,429.67,aves,aves,na,na
Vireo flavifrons,Accipiter cooperii,18,429.67,aves,aves,na,na
Zapus hudsonius,Accipiter cooperii,17.76,429.67,mammals,aves,na,na
Synaptomys cooperi,Accipiter cooperii,29.96,429.67,mammals,aves,na,na
Tyrannus tyrannus,Accipiter cooperii,39.85,429.67,aves,aves,na,na
Glaucomys volans,Accipiter cooperii,67.935,429.67,mammals,aves,na,na
Sciurus niger,Accipiter cooperii,761.9,429.67,mammals,aves,na,na
Progne subis,Accipiter cooperii,53.79,429.67,aves,aves,na,na
Megascops asio,Accipiter cooperii,179.99,429.67,aves,aves,na,na
Sitta carolinensis,Accipiter cooperii,21,429.67,aves,aves,na,na
Colinus virginianus,Accipiter cooperii,177.6874419,429.67,aves,aves,na,na
Sayornis phoebe,Accipiter cooperii,19.12880534,429.67,aves,aves,na,na
Riparia riparia,Accipiter cooperii,13.64604348,429.67,aves,aves,na,na
Sceloporus magister,Falco mexicanus,38.68440666,713.07,reptilia,aves,na,na
Zenaida macroura,Falco mexicanus,118.93,713.07,aves,aves,na,na
Callipepla gambelii,Falco mexicanus,165.95,713.07,aves,aves,na,na
Neotoma cinerea,Falco mexicanus,292.575,713.07,mammals,aves,na,na
Sonora semiannulata,Falco sparverius,8.799570866,114.61,reptilia,aves,na,na
Arizona elegans,Falco sparverius,177.6044434,114.61,reptilia,aves,na,na
Sceloporus magister,Falco sparverius,38.68440666,114.61,reptilia,aves,na,na
Amphispiza bilineata,Falco sparverius,13.5,114.61,aves,aves,na,na
Mus musculus,Falco sparverius,17.775,114.61,mammals,aves,na,na
Hyla arenicolor,Buteo albonotatus,4.659166667,745.92,amphibians,aves,na,na
Salvadora hexalepis,Buteo albonotatus,64.24414947,745.92,reptilia,aves,na,na
Plestiodon gilberti,Buteo albonotatus,18.09174894,745.92,reptilia,aves,na,na
Phrynosoma platyrhinos,Buteo albonotatus,15.7839281,745.92,reptilia,aves,na,na
Sceloporus magister,Buteo albonotatus,38.68440666,745.92,reptilia,aves,na,na
Crotaphytus collaris,Buteo albonotatus,31.90646838,745.92,reptilia,aves,na,na
Callisaurus draconoides,Buteo albonotatus,14.04650527,745.92,reptilia,aves,na,na
Icterus bullockii,Buteo albonotatus,34.29533613,745.92,aves,aves,na,na
Callipepla gambelii,Buteo albonotatus,165.95,745.92,aves,aves,na,na
Neotoma cinerea,Buteo albonotatus,292.575,745.92,mammals,aves,na,na
Tamias dorsalis,Buteo albonotatus,67.4,745.92,mammals,aves,na,na
Crotalus cerastes,Buteo jamaicensis,115.2410428,1101.16,reptilia,aves,na,na
Rhinocheilus lecontei,Buteo jamaicensis,123.6838176,1101.16,reptilia,aves,na,na
Thamnophis cyrtopsis,Buteo jamaicensis,157.4249311,1101.16,reptilia,aves,na,na
Lampropeltis getula,Buteo jamaicensis,254.5022718,1101.16,reptilia,aves,na,na
Arizona elegans,Buteo jamaicensis,177.6044434,1101.16,reptilia,aves,na,na
Salvadora hexalepis,Buteo jamaicensis,64.24414947,1101.16,reptilia,aves,na,na
Phrynosoma platyrhinos,Buteo jamaicensis,15.7839281,1101.16,reptilia,aves,na,na
Sceloporus magister,Buteo jamaicensis,38.68440666,1101.16,reptilia,aves,na,na
Callisaurus draconoides,Buteo jamaicensis,14.04650527,1101.16,reptilia,aves,na,na
Toxostoma bendirei,Buteo jamaicensis,62.19,1101.16,aves,aves,na,na
Quiscalus mexicanus,Buteo jamaicensis,160.47,1101.16,aves,aves,na,na
Aphelocoma californica,Buteo jamaicensis,85.74,1101.16,aves,aves,na,na
Picoides scalaris,Buteo jamaicensis,31.59,1101.16,aves,aves,na,na
Phalaenoptilus nuttallii,Buteo jamaicensis,48.33,1101.16,aves,aves,na,na
Callipepla gambelii,Buteo jamaicensis,165.95,1101.16,aves,aves,na,na
Bassariscus astutus,Buteo jamaicensis,1074.755,1101.16,mammals,aves,na,na
Sciurus aberti,Buteo jamaicensis,623.495,1101.16,mammals,aves,na,na
Tamias dorsalis,Buteo jamaicensis,67.4,1101.16,mammals,aves,na,na
Callipepla gambelii,Aquila chrysaetos,165.95,4247.97,aves,aves,na,na
Thamnophis cyrtopsis,Accipiter cooperii,157.4249311,429.67,reptilia,aves,na,na
Pituophis catenifer,Accipiter cooperii,497.1560436,429.67,reptilia,aves,na,na
Urosaurus ornatus,Accipiter cooperii,4.626444304,429.67,reptilia,aves,na,na
Sceloporus magister,Accipiter cooperii,38.68440666,429.67,reptilia,aves,na,na
Crotaphytus collaris,Accipiter cooperii,31.90646838,429.67,reptilia,aves,na,na
Chondestes grammacus,Accipiter cooperii,29,429.67,aves,aves,na,na
Amphispiza bilineata,Accipiter cooperii,13.5,429.67,aves,aves,na,na
Piranga rubra,Accipiter cooperii,29.13,429.67,aves,aves,na,na
Quiscalus mexicanus,Accipiter cooperii,160.47,429.67,aves,aves,na,na
Vireo cassinii,Accipiter cooperii,14.7,429.67,aves,aves,na,na
Vireo bellii,Accipiter cooperii,8.5,429.67,aves,aves,na,na
Aphelocoma californica,Accipiter cooperii,85.74,429.67,aves,aves,na,na
Eremophila alpestris,Accipiter cooperii,33.33,429.67,aves,aves,na,na
Contopus sordidulus,Accipiter cooperii,13.1,429.67,aves,aves,na,na
Pyrocephalus rubinus,Accipiter cooperii,14.4,429.67,aves,aves,na,na
Myiarchus cinerascens,Accipiter cooperii,28.2,429.67,aves,aves,na,na
Tyrannus vociferans,Accipiter cooperii,45.6,429.67,aves,aves,na,na
Picoides scalaris,Accipiter cooperii,31.59,429.67,aves,aves,na,na
Melanerpes uropygialis,Accipiter cooperii,64.66,429.67,aves,aves,na,na
Geococcyx californianus,Accipiter cooperii,291.6055556,429.67,aves,aves,na,na
Callipepla gambelii,Accipiter cooperii,165.95,429.67,aves,aves,na,na
Neotoma cinerea,Accipiter cooperii,292.575,429.67,mammals,aves,na,na
Tamias dorsalis,Accipiter cooperii,67.4,429.67,mammals,aves,na,na
Lepus californicus,Accipiter cooperii,2421.24,429.67,mammals,aves,na,na
Lepus americanus,Strix varia,1640.01,711.49,mammals,aves,na,na
Neotoma lepida,Strix occidentalis,153.875,586.37,mammals,aves,na,na
Neotoma cinerea,Strix occidentalis,292.575,586.37,mammals,aves,na,na
Antrozous pallidus,Strix occidentalis,21.5,586.37,mammals,aves,bat,na
Arborimus longicaudus,Strix occidentalis,21.8,586.37,mammals,aves,na,na
Glaucomys sabrinus,Strix occidentalis,152,586.37,mammals,aves,na,na
Sturnus vulgaris,Megascops kennicottii,77.14,141.82,aves,aves,na,na
Microtus pennsylvanicus,Megascops kennicottii,39.625,141.82,mammals,aves,na,na
Peromyscus maniculatus,Megascops kennicottii,20.69,141.82,mammals,aves,na,na
Sorex vagrans,Megascops kennicottii,5.89,141.82,mammals,aves,na,na
Passer domesticus,Megascops kennicottii,26.51,141.82,aves,aves,na,na
Eremophila alpestris,Asio flammeus,33.33,322.61,aves,aves,na,na
Passer domesticus,Asio flammeus,26.51,322.61,aves,aves,na,na
Mus musculus,Asio flammeus,17.775,322.61,mammals,aves,na,na
Colaptes auratus,Asio flammeus,131.46,322.61,aves,aves,na,na
Blarina brevicauda,Asio flammeus,23.2,322.61,mammals,aves,na,na
Sylvilagus floridanus,Asio flammeus,1191.395,322.61,mammals,aves,na,na
Microtus ochrogaster,Asio flammeus,40.255,322.61,mammals,aves,na,na
Sigmodon hispidus,Asio flammeus,101.69,322.61,mammals,aves,na,na
Synaptomys cooperi,Bubo virginianus,29.96,1575.7,mammals,aves,na,na
Cryptotis parva,Asio flammeus,4.915,322.61,mammals,aves,na,na
Sylvilagus floridanus,Asio otus,1191.395,296.57,mammals,aves,na,na
Synaptomys cooperi,Asio otus,29.96,296.57,mammals,aves,na,na
Cryptotis parva,Asio otus,4.915,296.57,mammals,aves,na,na
Sorex vagrans,Asio flammeus,5.89,322.61,mammals,aves,na,na
Anthus spinoletta,Asio flammeus,23.9,322.61,aves,aves,na,na
Passerculus sandwichensis,Asio flammeus,19.97,322.61,aves,aves,na,na
Limnodromus griseus,Asio flammeus,110.53,322.61,aves,aves,na,na
Melospiza melodia,Asio flammeus,21.91,322.61,aves,aves,na,na
Lithobates pipiens,Strix varia,39.2,711.49,amphibians,aves,na,na
Corvus brachyrhynchos,Strix varia,448.76,711.49,aves,aves,na,na
Zenaida macroura,Strix varia,118.93,711.49,aves,aves,na,na
Didelphis virginiana,Strix varia,2332.74,711.49,mammals,aves,na,na
Microtus ochrogaster,Strix varia,40.255,711.49,mammals,aves,na,na
Sylvilagus floridanus,Strix varia,1191.395,711.49,mammals,aves,na,na
Storeria dekayi,Asio otus,15.55655134,296.57,reptilia,aves,na,na
Lithobates pipiens,Asio otus,39.2,296.57,amphibians,aves,na,na
Ambystoma texanum,Asio otus,10.98,296.57,amphibians,aves,na,na
Zonotrichia albicollis,Asio otus,24.4,296.57,aves,aves,na,na
Passer domesticus,Asio otus,26.51,296.57,aves,aves,na,na
Junco hyemalis,Asio otus,19.5,296.57,aves,aves,na,na
Sturnella magna,Asio otus,91.76,296.57,aves,aves,na,na
Cardinalis cardinalis,Asio otus,42.64,296.57,aves,aves,na,na
Glaucomys volans,Asio otus,67.935,296.57,mammals,aves,na,na
Tamias striatus,Asio otus,111.91,296.57,mammals,aves,na,na
