resource,consumer,body_mass_resource,body_mass_consumer,class_resource,class_consumer,category_resource,category_consumer
Oligoryzomys longicaudatus,Athene cunicularia,27.3,150.61,mammals,aves,na,na
Oligoryzomys longicaudatus,Falco sparverius,27.3,114.61,mammals,aves,na,na
Oligoryzomys longicaudatus,Elanus leucurus,27.3,346,mammals,aves,na,na
Oligoryzomys longicaudatus,Buteo polyosoma,27.3,782.61,mammals,aves,na,na
Oligoryzomys longicaudatus,Geranoaetus melanoleucus,27.3,2378.62,mammals,aves,na,na
Dumetella carolinensis,Strix varia,35.3,711.49,aves,aves,na,na
Branta canadensis,Buteo jamaicensis,2811.68,1101.16,aves,aves,na,na
Catharus fuscescens,Accipiter cooperii,31.9,429.67,aves,aves,na,na
Spermophilus tridecemlineatus,Buteo lagopus,153.335,949.76,mammals,aves,na,na
Spermophilus franklinii,Buteo lagopus,410.5,949.76,mammals,aves,na,na
Spermophilus tridecemlineatus,Buteo jamaicensis,153.335,1101.16,mammals,aves,na,na
Spermophilus franklinii,Buteo jamaicensis,410.5,1101.16,mammals,aves,na,na
Lepus americanus,Buteo platypterus,1640.01,453.65,mammals,aves,na,na
Tamias bulleri,Buteo albonotatus,100,745.92,mammals,aves,na,na
Tamias bulleri,Accipiter cooperii,100,429.67,mammals,aves,na,na
Plectrophenax nivalis,Vulpes lagopus,42.2,3584.37,aves,mammals,na,na
Lepus arcticus,Vulpes lagopus,4417.52,3584.37,mammals,mammals,na,na
Lagopus muta,Vulpes lagopus,535.3,3584.37,aves,mammals,na,na
Calcarius lapponicus,Vulpes lagopus,27.84,3584.37,aves,mammals,na,na
Phoca vitulina,Ursus maritimus,93650,381875.18,mammals,mammals,marmam,na
Fratercula arctica,Ursus maritimus,593.01,381875.18,aves,mammals,na,na
Erignathus barbatus,Ursus maritimus,280000,381875.18,mammals,mammals,marmam,na
Branta canadensis,Ursus maritimus,2811.68,381875.18,aves,mammals,na,na
Chen caerulescens,Ursus maritimus,2636.15,381875.18,aves,mammals,na,na
Anser albifrons,Ursus maritimus,2506.39,381875.18,aves,mammals,na,na
Alle alle,Ursus maritimus,180.73,381875.18,aves,mammals,na,na
Odobenus rosmarus,Orcinus orca,937500,4965000,mammals,mammals,marmam,marmam
Monodon monoceros,Orcinus orca,919000,4965000,mammals,mammals,marmam,marmam
Megaptera novaeangliae,Orcinus orca,3.00E+07,4965000,mammals,mammals,marmam,marmam
Delphinapterus leucas,Orcinus orca,1370000,4965000,mammals,mammals,marmam,marmam
Pagophila eburnea,Corvus corax,549.99,927.97,aves,aves,na,na
Alle alle,Corvus corax,180.73,927.97,aves,aves,na,na
Phoca vitulina,Canis lupus,93650,33591.665,mammals,mammals,marmam,na
Ovibos moschatus,Canis lupus,326750.53,33591.665,mammals,mammals,na,na
Lepus arcticus,Canis lupus,4417.52,33591.665,mammals,mammals,na,na
Erignathus barbatus,Canis lupus,280000,33591.665,mammals,mammals,marmam,na
Ondatra zibethicus,Ursus arctos,1028.875,188260.21,mammals,mammals,na,na
Canis latrans,Ursus arctos,12703.165,188260.21,mammals,mammals,na,na
Ursus arctos,Ursus arctos,188260.21,188260.21,mammals,mammals,na,na
Tamiasciurus hudsonicus,Ursus arctos,200.585,188260.21,mammals,mammals,na,na
Sturnus vulgaris,Ursus arctos,77.14,188260.21,aves,mammals,na,na
Oreamnos americanus,Ursus arctos,71900.165,188260.21,mammals,mammals,na,na
Spermophilus armatus,Ursus arctos,310,188260.21,mammals,mammals,na,na
Tamias minimus,Ursus arctos,89.085,188260.21,mammals,mammals,na,na
Castor canadensis,Ursus arctos,19960,188260.21,mammals,mammals,na,na
Erethizon dorsatum,Ursus arctos,7252.665,188260.21,mammals,mammals,na,na
Odocoileus virginianus,Ursus arctos,65254.28,188260.21,mammals,mammals,na,na
Pseudacris triseriata,Ursus arctos,1.208816667,188260.21,amphibians,mammals,na,na
Canis lupus,Ursus arctos,33591.665,188260.21,mammals,mammals,na,na
Meleagris gallopavo,Ursus arctos,5791.37,188260.21,aves,mammals,na,na
Anas platyrhynchos,Ursus arctos,843.42,188260.21,aves,mammals,na,na
Anser cygnoides,Ursus arctos,3511.94,188260.21,aves,mammals,na,na
Ursus americanus,Ursus arctos,105474.68,188260.21,mammals,mammals,na,na
Ovis aries,Ursus arctos,42100,188260.21,mammals,mammals,na,na
Oryctolagus cuniculus,Ursus arctos,1711.11,188260.21,mammals,mammals,na,na
Gallus gallus,Ursus arctos,751.72,188260.21,aves,mammals,na,na
Equus caballus,Ursus arctos,325000,188260.21,mammals,mammals,na,na
Capra hircus,Ursus arctos,50575,188260.21,mammals,mammals,na,na
Bos taurus,Ursus arctos,756500,188260.21,mammals,mammals,na,na
Sus scrofa,Ursus arctos,90309.045,188260.21,mammals,mammals,na,na
Cervus elaphus,Ursus arctos,202507.925,188260.21,mammals,mammals,na,na
Ovis canadensis,Ursus arctos,74622.44,188260.21,mammals,mammals,na,na
Odocoileus hemionus,Ursus arctos,69006.285,188260.21,mammals,mammals,na,na
Antilocapra americana,Ursus arctos,46491.46,188260.21,mammals,mammals,na,na
Alces alces,Ursus arctos,418999.08,188260.21,mammals,mammals,na,na
Ochotona princeps,Ursus arctos,157.815,188260.21,mammals,mammals,na,na
Spermophilus lateralis,Ursus arctos,183,188260.21,mammals,mammals,na,na
Thomomys talpoides,Ursus arctos,117.54,188260.21,mammals,mammals,na,na
Peromyscus maniculatus,Ursus arctos,20.69,188260.21,mammals,mammals,na,na
Microtus pennsylvanicus,Ursus arctos,39.625,188260.21,mammals,mammals,na,na
Microtus montanus,Ursus arctos,39.615,188260.21,mammals,mammals,na,na
Marmota flaviventris,Ursus arctos,3529.98,188260.21,mammals,mammals,na,na
Bison bison,Ursus arctos,599627.64,188260.21,mammals,mammals,na,na
Clethrionomys gapperi,Ursus arctos,19.8,188260.21,mammals,mammals,na,na
Corvus corax,Corvus corax,927.97,927.97,aves,aves,na,na
Calcarius lapponicus,Corvus corax,27.84,927.97,aves,aves,na,na
Asio flammeus,Corvus corax,322.61,927.97,aves,aves,na,na
Brachyramphus marmoratus,Corvus corax,220,927.97,aves,aves,na,na
Uria lomvia,Corvus corax,963.99,927.97,aves,aves,na,na
Uria aalge,Corvus corax,991.93,927.97,aves,aves,na,na
Rissa tridactyla,Corvus corax,415.99,927.97,aves,aves,na,na
Larus argentatus,Corvus corax,1090.99,927.97,aves,aves,na,na
Larus glaucescens,Corvus corax,1056.54,927.97,aves,aves,na,na
Limosa lapponica,Corvus corax,291.65,927.97,aves,aves,na,na
Charadrius semipalmatus,Corvus corax,46.74,927.97,aves,aves,na,na
Haematopus bachmani,Corvus corax,591.307097,927.97,aves,aves,na,na
Grus canadensis,Corvus corax,4296.22,927.97,aves,aves,na,na
Somateria mollissima,Corvus corax,2060.93,927.97,aves,aves,na,na
Polysticta stelleri,Corvus corax,806.76,927.97,aves,aves,na,na
Aythya marila,Corvus corax,1005.37,927.97,aves,aves,na,na
Branta canadensis,Corvus corax,2811.68,927.97,aves,aves,na,na
Cygnus columbianus,Corvus corax,6377.96,927.97,aves,aves,na,na
Charadrius semipalmatus,Asio flammeus,46.74,322.61,aves,aves,na,na
Synthliboramphus antiquus,Synthliboramphus antiquus,217.72,217.72,aves,aves,na,na
Uria aalge,Uria aalge,991.93,991.93,aves,aves,na,na
Rissa tridactyla,Rissa tridactyla,415.99,415.99,aves,aves,na,na
Melospiza melodia,Larus canus,21.91,412.53,aves,aves,na,na
Aythya marila,Larus canus,1005.37,412.53,aves,aves,na,na
Cygnus columbianus,Larus canus,6377.96,412.53,aves,aves,na,na
Asio flammeus,Larus argentatus,322.61,1090.99,aves,aves,na,na
Rissa tridactyla,Larus argentatus,415.99,1090.99,aves,aves,na,na
Charadrius semipalmatus,Larus argentatus,46.74,1090.99,aves,aves,na,na
Somateria mollissima,Larus argentatus,2060.93,1090.99,aves,aves,na,na
Clangula hyemalis,Larus argentatus,871,1090.99,aves,aves,na,na
Branta canadensis,Larus argentatus,2811.68,1090.99,aves,aves,na,na
Fratercula cirrhata,Larus glaucescens,774.37,1056.54,aves,aves,na,na
Aethia cristatella,Larus glaucescens,259.36,1056.54,aves,aves,na,na
Ptychoramphus aleuticus,Larus glaucescens,184,1056.54,aves,aves,na,na
Synthliboramphus antiquus,Larus glaucescens,217.72,1056.54,aves,aves,na,na
Rissa tridactyla,Larus glaucescens,415.99,1056.54,aves,aves,na,na
Polysticta stelleri,Larus glaucescens,806.76,1056.54,aves,aves,na,na
Chen canagica,Larus glaucescens,2136.49,1056.54,aves,aves,na,na
Branta bernicla,Larus glaucescens,1277.91,1056.54,aves,aves,na,na
Branta canadensis,Larus glaucescens,2811.68,1056.54,aves,aves,na,na
Cygnus columbianus,Larus glaucescens,6377.96,1056.54,aves,aves,na,na
Uria lomvia,Larus hyperboreus,963.99,1529.04,aves,aves,na,na
Uria aalge,Larus hyperboreus,991.93,1529.04,aves,aves,na,na
Rissa tridactyla,Larus hyperboreus,415.99,1529.04,aves,aves,na,na
Larus canus,Larus hyperboreus,412.53,1529.04,aves,aves,na,na
Phalaropus lobatus,Larus hyperboreus,36.68,1529.04,aves,aves,na,na
Grus canadensis,Larus hyperboreus,4296.22,1529.04,aves,aves,na,na
Somateria mollissima,Larus hyperboreus,2060.93,1529.04,aves,aves,na,na
Clangula hyemalis,Larus hyperboreus,871,1529.04,aves,aves,na,na
Aythya marila,Larus hyperboreus,1005.37,1529.04,aves,aves,na,na
Chen canagica,Larus hyperboreus,2136.49,1529.04,aves,aves,na,na
Branta bernicla,Larus hyperboreus,1277.91,1529.04,aves,aves,na,na
Branta canadensis,Larus hyperboreus,2811.68,1529.04,aves,aves,na,na
Cygnus columbianus,Larus hyperboreus,6377.96,1529.04,aves,aves,na,na
Calcarius lapponicus,Stercorarius parasiticus,27.84,444.31,aves,aves,na,na
Uria lomvia,Stercorarius parasiticus,963.99,444.31,aves,aves,na,na
Uria aalge,Stercorarius parasiticus,991.93,444.31,aves,aves,na,na
Rissa tridactyla,Stercorarius parasiticus,415.99,444.31,aves,aves,na,na
Larus argentatus,Stercorarius parasiticus,1090.99,444.31,aves,aves,na,na
Larus hyperboreus,Stercorarius parasiticus,1529.04,444.31,aves,aves,na,na
Stercorarius parasiticus,Stercorarius parasiticus,444.31,444.31,aves,aves,na,na
Charadrius semipalmatus,Stercorarius parasiticus,46.74,444.31,aves,aves,na,na
Somateria mollissima,Stercorarius parasiticus,2060.93,444.31,aves,aves,na,na
Clangula hyemalis,Stercorarius parasiticus,871,444.31,aves,aves,na,na
Aythya marila,Stercorarius parasiticus,1005.37,444.31,aves,aves,na,na
Chen canagica,Stercorarius parasiticus,2136.49,444.31,aves,aves,na,na
Branta bernicla,Stercorarius parasiticus,1277.91,444.31,aves,aves,na,na
Branta canadensis,Stercorarius parasiticus,2811.68,444.31,aves,aves,na,na
Cygnus columbianus,Stercorarius parasiticus,6377.96,444.31,aves,aves,na,na
Phalaropus lobatus,Phalaropus lobatus,36.68,36.68,aves,aves,na,na
Limosa lapponica,Limosa lapponica,291.65,291.65,aves,aves,na,na
Anthus rubescens,Falco peregrinus,20.68,759.95,aves,aves,na,na
Aethia psittacula,Falco peregrinus,269.98,759.95,aves,aves,na,na
Asio flammeus,Falco peregrinus,322.61,759.95,aves,aves,na,na
Fratercula corniculata,Falco peregrinus,536.14,759.95,aves,aves,na,na
Aethia cristatella,Falco peregrinus,259.36,759.95,aves,aves,na,na
Ptychoramphus aleuticus,Falco peregrinus,184,759.95,aves,aves,na,na
Synthliboramphus antiquus,Falco peregrinus,217.72,759.95,aves,aves,na,na
Brachyramphus marmoratus,Falco peregrinus,220,759.95,aves,aves,na,na
Cepphus columba,Falco peregrinus,530,759.95,aves,aves,na,na
Uria aalge,Falco peregrinus,991.93,759.95,aves,aves,na,na
Rissa tridactyla,Falco peregrinus,415.99,759.95,aves,aves,na,na
Larus glaucescens,Falco peregrinus,1056.54,759.95,aves,aves,na,na
Haematopus bachmani,Falco peregrinus,591.307097,759.95,aves,aves,na,na
Grus canadensis,Falco peregrinus,4296.22,759.95,aves,aves,na,na
Histrionicus histrionicus,Falco peregrinus,561.57,759.95,aves,aves,na,na
Branta bernicla,Falco peregrinus,1277.91,759.95,aves,aves,na,na
Phalacrocorax pelagicus,Falco peregrinus,1843.95,759.95,aves,aves,na,na
Calcarius lapponicus,Falco rusticolus,27.84,1431.72,aves,aves,na,na
Asio flammeus,Falco rusticolus,322.61,1431.72,aves,aves,na,na
Rissa tridactyla,Falco rusticolus,415.99,1431.72,aves,aves,na,na
Larus canus,Falco rusticolus,412.53,1431.72,aves,aves,na,na
Phalaropus lobatus,Falco rusticolus,36.68,1431.72,aves,aves,na,na
Falco peregrinus,Falco rusticolus,759.95,1431.72,aves,aves,na,na
Falco rusticolus,Falco rusticolus,1431.72,1431.72,aves,aves,na,na
Buteo lagopus,Falco rusticolus,949.76,1431.72,aves,aves,na,na
Clangula hyemalis,Falco rusticolus,871,1431.72,aves,aves,na,na
Brachyramphus marmoratus,Haliaeetus leucocephalus,220,4700.58,aves,aves,na,na
Haematopus bachmani,Haliaeetus leucocephalus,591.307097,4700.58,aves,aves,na,na
Puffinus tenuirostris,Haliaeetus leucocephalus,559,4700.58,aves,aves,na,na
Enhydra lutris,Haliaeetus leucocephalus,25500,4700.58,mammals,aves,na,na
Larus argentatus,Aquila chrysaetos,1090.99,4247.97,aves,aves,na,na
Grus canadensis,Aquila chrysaetos,4296.22,4247.97,aves,aves,na,na
Falco rusticolus,Aquila chrysaetos,1431.72,4247.97,aves,aves,na,na
Histrionicus histrionicus,Aquila chrysaetos,561.57,4247.97,aves,aves,na,na
Chen canagica,Aquila chrysaetos,2136.49,4247.97,aves,aves,na,na
Cygnus columbianus,Aquila chrysaetos,6377.96,4247.97,aves,aves,na,na
Calcarius lapponicus,Buteo lagopus,27.84,949.76,aves,aves,na,na
Asio flammeus,Buteo lagopus,322.61,949.76,aves,aves,na,na
Rissa tridactyla,Buteo lagopus,415.99,949.76,aves,aves,na,na
Phalaropus lobatus,Buteo lagopus,36.68,949.76,aves,aves,na,na
Limosa lapponica,Buteo lagopus,291.65,949.76,aves,aves,na,na
Charadrius semipalmatus,Buteo lagopus,46.74,949.76,aves,aves,na,na
Aythya marila,Buteo lagopus,1005.37,949.76,aves,aves,na,na
Melanitta fusca,Melanitta fusca,1800.17,1800.17,aves,aves,na,na
Somateria mollissima,Somateria mollissima,2060.93,2060.93,aves,aves,na,na
Somateria mollissima,Branta canadensis,2060.93,2811.68,aves,aves,na,na
Cygnus columbianus,Cygnus columbianus,6377.96,6377.96,aves,aves,na,na
Ptychoramphus aleuticus,Eumetopias jubatus,184,347000,aves,mammals,na,marmam
Phoca vitulina,Eumetopias jubatus,93650,347000,mammals,mammals,marmam,marmam
Enhydra lutris,Eumetopias jubatus,25500,347000,mammals,mammals,na,marmam
Melanitta perspicillata,Enhydra lutris,1096.33,25500,aves,mammals,na,na
Fratercula cirrhata,Homo sapiens,774.37,58620.315,aves,mammals,na,na
Fratercula corniculata,Homo sapiens,536.14,58620.315,aves,mammals,na,na
Aethia cristatella,Homo sapiens,259.36,58620.315,aves,mammals,na,na
Ptychoramphus aleuticus,Homo sapiens,184,58620.315,aves,mammals,na,na
Synthliboramphus antiquus,Homo sapiens,217.72,58620.315,aves,mammals,na,na
Uria lomvia,Homo sapiens,963.99,58620.315,aves,mammals,na,na
Larus glaucescens,Homo sapiens,1056.54,58620.315,aves,mammals,na,na
Larus hyperboreus,Homo sapiens,1529.04,58620.315,aves,mammals,na,na
Somateria mollissima,Homo sapiens,2060.93,58620.315,aves,mammals,na,na
Chen canagica,Homo sapiens,2136.49,58620.315,aves,mammals,na,na
Branta bernicla,Homo sapiens,1277.91,58620.315,aves,mammals,na,na
Branta canadensis,Homo sapiens,2811.68,58620.315,aves,mammals,na,na
Phalacrocorax pelagicus,Homo sapiens,1843.95,58620.315,aves,mammals,na,na
Phoca vitulina,Homo sapiens,93650,58620.315,mammals,mammals,marmam,na
Eumetopias jubatus,Homo sapiens,347000,58620.315,mammals,mammals,marmam,na
Enhydra lutris,Homo sapiens,25500,58620.315,mammals,mammals,na,na
Uria lomvia,Odobenus rosmarus,963.99,937500,aves,mammals,na,marmam
Phoca largha,Odobenus rosmarus,124650,937500,mammals,mammals,marmam,marmam
Brachyramphus marmoratus,Callorhinus ursinus,220,50416.5,aves,mammals,na,marmam
Brachyramphus marmoratus,Orcinus orca,220,4965000,aves,mammals,na,marmam
Uria aalge,Orcinus orca,991.93,4965000,aves,mammals,na,marmam
Melanitta perspicillata,Orcinus orca,1096.33,4965000,aves,mammals,na,marmam
Melanitta fusca,Orcinus orca,1800.17,4965000,aves,mammals,na,marmam
Mirounga angustirostris,Orcinus orca,935000,4965000,mammals,mammals,marmam,marmam
Phoca vitulina,Orcinus orca,93650,4965000,mammals,mammals,marmam,marmam
Callorhinus ursinus,Orcinus orca,50416.5,4965000,mammals,mammals,marmam,marmam
Eumetopias jubatus,Orcinus orca,347000,4965000,mammals,mammals,marmam,marmam
Enhydra lutris,Orcinus orca,25500,4965000,mammals,mammals,na,marmam
Balaena mysticetus,Orcinus orca,89850000,4965000,mammals,mammals,marmam,marmam
Eschrichtius robustus,Orcinus orca,27900000,4965000,mammals,mammals,marmam,marmam
Ziphius cavirostris,Orcinus orca,4772500,4965000,mammals,mammals,marmam,marmam
Phocoenoides dalli,Orcinus orca,104250,4965000,mammals,mammals,marmam,marmam
Phocoena phocoena,Orcinus orca,52600,4965000,mammals,mammals,marmam,marmam
Homo sapiens,Orcinus orca,58620.315,4965000,mammals,mammals,na,marmam
Odobenus rosmarus,Homo sapiens,937500,58620.315,mammals,mammals,marmam,na
Callorhinus ursinus,Homo sapiens,50416.5,58620.315,mammals,mammals,marmam,na
Megaptera novaeangliae,Homo sapiens,3.00E+07,58620.315,mammals,mammals,marmam,na
Eschrichtius robustus,Homo sapiens,27900000,58620.315,mammals,mammals,marmam,na
Orcinus orca,Homo sapiens,4965000,58620.315,mammals,mammals,marmam,na
Lagopus muta,Buteo lagopus,535.3,949.76,aves,aves,na,na
Lagopus muta,Stercorarius longicaudus,535.3,287.9,aves,aves,na,na
Lagopus muta,Aquila chrysaetos,535.3,4247.97,aves,aves,na,na
Bos grunniens,Uncia uncia,458250,38333.5,mammals,mammals,na,na
Lerwa lerwa,Mustela altaica,567.34,175.5,aves,mammals,na,na
Ambystoma laterale,Ambystoma tigrinum,3.425,51.34366071,amphibians,amphibians,na,na
Rana sylvatica,Ambystoma tigrinum,9.895714286,51.34366071,amphibians,amphibians,na,na
Calidris maritima,Vulpes lagopus,65.1,3584.37,aves,mammals,na,na
Spizella passerina,Accipiter gentilis,12.2,866.04,aves,aves,na,na
Sitta pygmaea,Accipiter striatus,10.6,130.59,aves,aves,na,na
Sciurus aberti,Accipiter gentilis,623.495,866.04,mammals,aves,na,na
Myiarchus crinitus,Melanerpes erythrocephalus,32.1,71.6,aves,aves,na,na
Picoides pubescens,Strix varia,25.55,711.49,aves,aves,na,na
Passerina cyanea,Strix varia,14.69,711.49,aves,aves,na,na
Pyrrhula pyrrhula,Falco tinnunculus,24.26,183.21,aves,aves,na,na
Anolis gingivinus,Falco tinnunculus,4.076723032,183.21,reptilia,aves,na,na
Anolis gingivinus,Margarops fuscatus,4.076723032,98.43,reptilia,aves,na,na
Anolis pogus,Falco tinnunculus,2.296429704,183.21,reptilia,aves,na,na
Anolis pogus,Margarops fuscatus,2.296429704,98.43,reptilia,aves,na,na
Anolis pogus,Anolis gingivinus,2.296429704,4.076723032,reptilia,reptilia,na,na
Lechriodus fletcheri,Lechriodus fletcheri,7.78,7.78,amphibians,amphibians,na,na
Spermophilus beecheyi,Canis latrans,588.25,12703.165,mammals,mammals,na,na
Spermophilus beecheyi,Ardea herodias,588.25,2523.41,mammals,aves,na,na
Spermophilus beecheyi,Buteo jamaicensis,588.25,1101.16,mammals,aves,na,na
Ardea herodias,Buteo jamaicensis,2523.41,1101.16,aves,aves,na,na
Fulica americana,Canis latrans,636.74,12703.165,aves,mammals,na,na
Fulica americana,Ardea herodias,636.74,2523.41,aves,aves,na,na
Agelaius phoeniceus,Ardea herodias,50.78,2523.41,aves,aves,na,na
Agelaius phoeniceus,Buteo jamaicensis,50.78,1101.16,aves,aves,na,na
Hirundo rustica,Ardea herodias,17.91,2523.41,aves,aves,na,na
Hirundo rustica,Buteo jamaicensis,17.91,1101.16,aves,aves,na,na
Tachycineta bicolor,Ardea herodias,21.2,2523.41,aves,aves,na,na
Tachycineta bicolor,Buteo jamaicensis,21.2,1101.16,aves,aves,na,na
Thamnophis atratus,Canis latrans,128.6684147,12703.165,reptilia,mammals,na,na
Thamnophis atratus,Ardea herodias,128.6684147,2523.41,reptilia,aves,na,na
Thamnophis atratus,Buteo jamaicensis,128.6684147,1101.16,reptilia,aves,na,na
Rana draytonii,Canis latrans,77.7,12703.165,amphibians,mammals,na,na
Rana draytonii,Spermophilus beecheyi,77.7,588.25,amphibians,mammals,na,na
Rana draytonii,Ardea herodias,77.7,2523.41,amphibians,aves,na,na
Rana draytonii,Buteo jamaicensis,77.7,1101.16,amphibians,aves,na,na
Rana draytonii,Fulica americana,77.7,636.74,amphibians,aves,na,na
Rana draytonii,Thamnophis atratus,77.7,128.6684147,amphibians,reptilia,na,na
Rana draytonii,Rana draytonii,77.7,77.7,amphibians,amphibians,na,na
Rana draytonii,Taricha torosa,77.7,10.955,amphibians,amphibians,na,na
Pseudacris regilla,Canis latrans,5.6,12703.165,amphibians,mammals,na,na
Pseudacris regilla,Spermophilus beecheyi,5.6,588.25,amphibians,mammals,na,na
Pseudacris regilla,Ardea herodias,5.6,2523.41,amphibians,aves,na,na
Pseudacris regilla,Buteo jamaicensis,5.6,1101.16,amphibians,aves,na,na
Pseudacris regilla,Fulica americana,5.6,636.74,amphibians,aves,na,na
Pseudacris regilla,Thamnophis atratus,5.6,128.6684147,amphibians,reptilia,na,na
Pseudacris regilla,Rana draytonii,5.6,77.7,amphibians,amphibians,na,na
Pseudacris regilla,Taricha torosa,5.6,10.955,amphibians,amphibians,na,na
Pseudacris regilla,Pseudacris regilla,5.6,5.6,amphibians,amphibians,na,na
Taricha torosa,Canis latrans,10.955,12703.165,amphibians,mammals,na,na
Taricha torosa,Spermophilus beecheyi,10.955,588.25,amphibians,mammals,na,na
Taricha torosa,Ardea herodias,10.955,2523.41,amphibians,aves,na,na
Taricha torosa,Buteo jamaicensis,10.955,1101.16,amphibians,aves,na,na
Taricha torosa,Fulica americana,10.955,636.74,amphibians,aves,na,na
Taricha torosa,Thamnophis atratus,10.955,128.6684147,amphibians,reptilia,na,na
Taricha torosa,Rana draytonii,10.955,77.7,amphibians,amphibians,na,na
Taricha torosa,Taricha torosa,10.955,10.955,amphibians,amphibians,na,na
Icterus galbula,Bubo virginianus,32.83,1575.7,aves,aves,na,na
Calidris alba,Falco peregrinus,51.71,759.95,aves,aves,na,na
Rana muscosa,Thamnophis elegans,46.14791667,136.0992996,amphibians,reptilia,na,na
Fulica americana,Falco peregrinus,636.74,759.95,aves,aves,na,na
Sturnus vulgaris,Accipiter striatus,77.14,130.59,aves,aves,na,na
Branta canadensis,Neovison vison,2811.68,1150,aves,mammals,na,na
Procyon lotor,Buteo jamaicensis,5947.485,1101.16,mammals,aves,na,na
Giraffa camelopardalis,Panthera leo,927497.4,160249.53,mammals,mammals,na,na
Anolis sagrei,Butorides virescens,4.811134597,201.5,reptilia,aves,na,na
Tarentola mauritanica,Malpolon monspessulanus,7.656744024,139.5382258,reptilia,reptilia,na,na
Anguis fragilis,Coronella girondica,23.72715837,28.37342697,reptilia,reptilia,na,na
Dendrocopos major,Accipiter nisus,74.94,220.79,aves,aves,na,na
Cyanocitta cristata,Accipiter striatus,88,130.59,aves,aves,na,na
Brotogeris versicolurus,Falco deiroleucus,71.53,459.56,aves,aves,na,na
Rhinella icterica,Erythrolamprus miliaris,120.15,44.73965579,amphibians,reptilia,na,na
Eudorcas thomsonii,Acinonyx jubatus,22907.43,48600,mammals,mammals,na,na
Charadrius vociferus,Falco peregrinus,96.44,759.95,aves,aves,na,na
Junco hyemalis,Aegolius acadicus,19.5,100.69,aves,aves,na,na
Parus major,Accipiter nisus,16.25,220.79,aves,aves,na,na
Lacerta agilis,Accipiter brevipes,11.8083721,186.48,reptilia,aves,na,na
Rattus norvegicus,Larus dominicanus,310.665,952.43,mammals,aves,na,na
Cynomys ludovicianus,Haliaeetus leucocephalus,1080.5,4700.58,mammals,aves,na,na
Streptopelia decaocto,Accipiter cooperii,148.96,429.67,aves,aves,na,na
Larus delawarensis,Falco peregrinus,516.31,759.95,aves,aves,na,na
Perdix perdix,Falco mexicanus,405.3,713.07,aves,aves,na,na
Sturnus vulgaris,Falco peregrinus,77.14,759.95,aves,aves,na,na
Vanellus armatus,Falco peregrinus,156,759.95,aves,aves,na,na
Acridotheres tristis,Falco peregrinus,116.43,759.95,aves,aves,na,na
Tadarida brasiliensis,Buteo swainsoni,12.345,946.61,mammals,aves,bat,na
Sciurus carolinensis,Buteogallus urubitinga,526.25,1152.87,mammals,aves,na,na
Syncerus caffer,Panthera leo,586501.34,160249.53,mammals,mammals,na,na
Phasianus colchicus,Cathartes aura,1120.31,1518.24,aves,aves,na,na
Oryctolagus cuniculus,Buteo buteo,1711.11,864.34,mammals,aves,na,na
Zenaida asiatica,Accipiter striatus,153,130.59,aves,aves,na,na
Elgaria multicarinata,Buteo lineatus,39.33958162,603.72,reptilia,aves,na,na
Zenaida macroura,Urocyon cinereoargenteus,118.93,3831.86,aves,mammals,na,na
Sylvilagus audubonii,Cathartes aura,886.315,1518.24,mammals,aves,na,na
Columba livia,Accipiter nisus,354.2,220.79,aves,aves,na,na
Pinicola enucleator,Glaucidium gnoma,56.4,61.25,aves,aves,na,na
Phasianus colchicus,Didelphis virginiana,1120.31,2332.74,aves,mammals,na,na
Sciurus niger,Coragyps atratus,761.9,1758.195926,mammals,aves,na,na
Thamnophis sirtalis,Lampropeltis triangulum,287.1256415,206.289758,reptilia,reptilia,na,na
Odocoileus hemionus,Cathartes aura,69006.285,1518.24,mammals,aves,na,na
Calcarius lapponicus,Stercorarius longicaudus,27.84,287.9,aves,aves,na,na
Grampus griseus,Urocyon littoralis,387250,1908,mammals,mammals,marmam,na
Aepyceros melampus,Lycaon pictus,52400.04,22025.035,mammals,mammals,na,na
Connochaetes taurinus,Acinonyx jubatus,187999.48,48600,mammals,mammals,na,na
Tragelaphus angasii,Acinonyx jubatus,86800.21,48600,mammals,mammals,na,na
Odocoileus hemionus,Lynx rufus,69006.285,7647.05,mammals,mammals,na,na
Oplurus cuvieri,Dromicodryas bernieri,88.51283669,75.55723847,reptilia,reptilia,na,na
Thomomys bottae,Ardea herodias,118.875,2523.41,mammals,aves,na,na
Odocoileus hemionus,Canis latrans,69006.285,12703.165,mammals,mammals,na,na
Syncerus caffer,Gyps africanus,586501.34,5432.99,mammals,aves,na,na
Syncerus caffer,Crocuta crocuta,586501.34,65246.03,mammals,mammals,na,na
Hippopotamus amphibius,Crocuta crocuta,1468744.995,65246.03,mammals,mammals,na,na
Hippopotamus amphibius,Panthera leo,1468744.995,160249.53,mammals,mammals,na,na
Lepus californicus,Accipiter gentilis,2421.24,866.04,mammals,aves,na,na
Hirundo rustica,Bubulcus ibis,17.91,365.95,aves,aves,na,na
Trachylepis perrotetii,Psammophis elegans,56.82640207,246.6862995,reptilia,reptilia,na,na
Cardinalis cardinalis,Accipiter striatus,42.64,130.59,aves,aves,na,na
Streptopelia decaocto,Accipiter striatus,148.96,130.59,aves,aves,na,na
Loxodonta africana,Crocuta crocuta,3940017.14,65246.03,mammals,mammals,na,na
